Feature	Language	Complexity	Set
WALS46A	Georgian	0.0	WALS
WALS46A	Turkish	0.0	WALS
WALS46A	Amele	0.0	WALS
WALS46A	Yaqui	0.0	WALS
WALS46A	Hebrew(Modern)	0.0	WALS
WALS46A	Oromo(Harar)	0.0	WALS
WALS46A	Yoruba	0.0	WALS
WALS46A	Mandarin	1.0	WALS
WALS46A	Abkhaz	0.75	WALS
WALS46A	Guarana{i}	1.0	WALS
WALS46A	Kobon	0.0	WALS
WALS46A	Korean	0.0	WALS
WALS46A	Hindi	0.75	WALS
WALS46A	Swahili	0.0	WALS
WALS46A	Japanese	0.0	WALS
WALS46A	Kannada	0.0	WALS
WALS46A	Russian	0.0	WALS
WALS46A	Greenlandic(West)	0.0	WALS
WALS46A	Greek(Modern)	0.0	WALS
WALS46A	Lakhota	0.0	WALS
WALS46A	Evenki	0.0	WALS
WALS46A	Lezgian	0.0	WALS
WALS46A	Chukchi	0.0	WALS
WALS46A	Tagalog	0.5	WALS
WALS46A	Spanish	0.75	WALS
WALS46A	Ngiyambaa	0.0	WALS
WALS46A	Jakaltek	0.0	WALS
WALS46A	Arabic(Egyptian)	0.0	WALS
WALS46A	Burushaski	0.0	WALS
WALS46A	Indonesian	0.0	WALS
WALS34A	Ainu	0.6	WALS
WALS34A	English	0.4	WALS
WALS34A	Lango	0.8	WALS
WALS34A	Latvian	0.4	WALS
WALS34A	Imonda	0.0	WALS
WALS34A	Finnish	0.4	WALS
WALS34A	Basque	0.4	WALS
WALS34A	Supyire	0.4	WALS
WALS34A	Iraqw	0.4	WALS
WALS34A	French	0.4	WALS
WALS34A	Vietnamese	0.6	WALS
WALS34A	Hausa	0.4	WALS
WALS34A	Zulu	0.4	WALS
WALS34A	Khalkha	0.6	WALS
WALS34A	Tiwi	0.8	WALS
WALS34A	Mapudungun	0.0	WALS
WALS34A	Maori	0.4	WALS
WALS34A	Yimas	0.4	WALS
WALS34A	Hungarian	0.4	WALS
WALS34A	German	0.4	WALS
WALS34A	Georgian	0.4	WALS
WALS34A	Turkish	0.4	WALS
WALS34A	Amele	0.8	WALS
WALS34A	Yaqui	0.4	WALS
WALS34A	Hebrew(Modern)	0.4	WALS
WALS34A	Oromo(Harar)	1.0	WALS
WALS34A	Yoruba	0.6	WALS
WALS34A	Alamblak	0.4	WALS
WALS34A	Mandarin	1.0	WALS
WALS34A	Abkhaz	0.4	WALS
WALS34A	Guarana{i}	1.0	WALS
WALS34A	Kobon	0.8	WALS
WALS34A	Hixkaryana	1.0	WALS
WALS34A	Hindi	0.4	WALS
WALS34A	Swahili	0.4	WALS
WALS34A	Japanese	1.0	WALS
WALS34A	Kannada	1.0	WALS
WALS34A	Russian	0.4	WALS
WALS34A	Greenlandic(West)	0.4	WALS
WALS34A	Greek(Modern)	0.4	WALS
WALS34A	Evenki	0.4	WALS
WALS34A	Lezgian	0.4	WALS
WALS34A	Chamorro	1.0	WALS
WALS34A	Chukchi	0.4	WALS
WALS34A	Tagalog	0.6	WALS
WALS34A	Spanish	0.4	WALS
WALS34A	Ngiyambaa	0.6	WALS
WALS34A	Jakaltek	0.6	WALS
WALS34A	Arabic(Egyptian)	0.4	WALS
WALS34A	Krongo	0.4	WALS
WALS34A	Burushaski	0.4	WALS
WALS34A	Indonesian	0.6	WALS
WALS33A	Ainu	0.5	WALS
WALS33A	Slave	0.5	WALS
WALS33A	English	0.5	WALS
WALS33A	Lango	0.5	WALS
WALS33A	Latvian	0.5	WALS
WALS33A	Imonda	0.0	WALS
WALS33A	Finnish	0.5	WALS
WALS33A	Basque	0.5	WALS
WALS33A	Supyire	0.5	WALS
WALS33A	Iraqw	0.5	WALS
WALS33A	French	0.5	WALS
WALS33A	Vietnamese	0.5	WALS
WALS33A	Hausa	0.5	WALS
WALS33A	Zulu	0.5	WALS
WALS33A	Khalkha	1.0	WALS
WALS33A	Tiwi	0.5	WALS
WALS33A	Yukaghir(Kolyma)	0.5	WALS
WALS33A	Mapudungun	0.5	WALS
WALS33A	Malagasy	0.0	WALS
WALS33A	Maori	0.5	WALS
WALS33A	Yimas	0.5	WALS
WALS33A	Hungarian	0.5	WALS
WALS33A	Persian	0.5	WALS
WALS33A	German	0.5	WALS
WALS33A	Georgian	0.5	WALS
WALS33A	Turkish	0.5	WALS
WALS33A	TukangBesi	0.0	WALS
WALS33A	Amele	1.0	WALS
WALS33A	Yaqui	0.5	WALS
WALS33A	Hebrew(Modern)	0.5	WALS
WALS33A	Oromo(Harar)	0.0	WALS
WALS33A	Yoruba	0.5	WALS
WALS33A	Alamblak	0.5	WALS
WALS33A	Mandarin	0.5	WALS
WALS33A	Abkhaz	0.5	WALS
WALS33A	Guarana{i}	0.5	WALS
WALS33A	Kobon	0.5	WALS
WALS33A	Korean	0.5	WALS
WALS33A	Hixkaryana	0.5	WALS
WALS33A	Hindi	0.5	WALS
WALS33A	Swahili	0.5	WALS
WALS33A	Japanese	0.5	WALS
WALS33A	Kannada	0.5	WALS
WALS33A	Russian	0.5	WALS
WALS33A	Greenlandic(West)	0.5	WALS
WALS33A	Greek(Modern)	0.5	WALS
WALS33A	Lakhota	0.5	WALS
WALS33A	Evenki	0.5	WALS
WALS33A	Lezgian	0.5	WALS
WALS33A	Chamorro	0.5	WALS
WALS33A	Chukchi	0.5	WALS
WALS33A	Tagalog	0.5	WALS
WALS33A	Spanish	0.5	WALS
WALS33A	Ngiyambaa	0.5	WALS
WALS33A	Jakaltek	0.5	WALS
WALS33A	Arabic(Egyptian)	1.0	WALS
WALS33A	Krongo	0.5	WALS
WALS33A	Burushaski	0.5	WALS
WALS33A	Indonesian	0.5	WALS
WALS37A	Meithei	0.666666666667	WALS
WALS37A	Slave	0.0	WALS
WALS37A	English	1.0	WALS
WALS37A	Lango	0.0	WALS
WALS37A	Latvian	0.666666666667	WALS
WALS37A	Imonda	0.0	WALS
WALS37A	Fijian	0.0	WALS
WALS37A	Finnish	0.0	WALS
WALS37A	Basque	1.0	WALS
WALS37A	Supyire	0.666666666667	WALS
WALS37A	Iraqw	0.0	WALS
WALS37A	French	1.0	WALS
WALS37A	Thai	0.0	WALS
WALS37A	Vietnamese	1.0	WALS
WALS37A	Hausa	1.0	WALS
WALS37A	Zulu	0.0	WALS
WALS37A	Khalkha	0.0	WALS
WALS37A	Tiwi	0.0	WALS
WALS37A	Yukaghir(Kolyma)	0.0	WALS
WALS37A	Mapudungun	1.0	WALS
WALS37A	Malagasy	1.0	WALS
WALS37A	Maori	1.0	WALS
WALS37A	Yimas	0.0	WALS
WALS37A	Hungarian	1.0	WALS
WALS37A	Persian	0.0	WALS
WALS37A	German	1.0	WALS
WALS37A	Turkish	0.0	WALS
WALS37A	TukangBesi	0.666666666667	WALS
WALS37A	Amele	0.0	WALS
WALS37A	Yaqui	0.0	WALS
WALS37A	Hebrew(Modern)	0.666666666667	WALS
WALS37A	Oromo(Harar)	0.0	WALS
WALS37A	Yoruba	0.0	WALS
WALS37A	Alamblak	1.0	WALS
WALS37A	Abkhaz	1.0	WALS
WALS37A	Guarana{i}	1.0	WALS
WALS37A	Kobon	0.0	WALS
WALS37A	Korean	0.0	WALS
WALS37A	Hixkaryana	0.0	WALS
WALS37A	Hindi	0.0	WALS
WALS37A	Swahili	0.666666666667	WALS
WALS37A	Japanese	0.0	WALS
WALS37A	Russian	0.0	WALS
WALS37A	Greenlandic(West)	0.0	WALS
WALS37A	Greek(Modern)	1.0	WALS
WALS37A	Lakhota	1.0	WALS
WALS37A	Evenki	0.0	WALS
WALS37A	Lezgian	0.0	WALS
WALS37A	Chamorro	1.0	WALS
WALS37A	Chukchi	0.0	WALS
WALS37A	Spanish	1.0	WALS
WALS37A	Ngiyambaa	0.0	WALS
WALS37A	Jakaltek	0.0	WALS
WALS37A	Arabic(Egyptian)	0.666666666667	WALS
WALS37A	Krongo	0.0	WALS
WALS37A	Burushaski	0.666666666667	WALS
WALS37A	Indonesian	0.666666666667	WALS
WALS38A	Meithei	0.666666666667	WALS
WALS38A	Slave	0.0	WALS
WALS38A	English	1.0	WALS
WALS38A	Lango	0.666666666667	WALS
WALS38A	Latvian	0.666666666667	WALS
WALS38A	Imonda	0.0	WALS
WALS38A	Fijian	0.0	WALS
WALS38A	Finnish	0.0	WALS
WALS38A	Basque	0.666666666667	WALS
WALS38A	Supyire	1.0	WALS
WALS38A	Iraqw	0.0	WALS
WALS38A	French	0.666666666667	WALS
WALS38A	Thai	1.0	WALS
WALS38A	Hausa	1.0	WALS
WALS38A	Zulu	0.0	WALS
WALS38A	Khalkha	0.0	WALS
WALS38A	Tiwi	0.0	WALS
WALS38A	Yukaghir(Kolyma)	0.0	WALS
WALS38A	Mapudungun	0.0	WALS
WALS38A	Malagasy	0.0	WALS
WALS38A	Maori	1.0	WALS
WALS38A	Yimas	0.0	WALS
WALS38A	Hungarian	1.0	WALS
WALS38A	German	0.666666666667	WALS
WALS38A	Turkish	0.666666666667	WALS
WALS38A	TukangBesi	0.0	WALS
WALS38A	Amele	1.0	WALS
WALS38A	Yaqui	1.0	WALS
WALS38A	Hebrew(Modern)	0.666666666667	WALS
WALS38A	Oromo(Harar)	0.0	WALS
WALS38A	Yoruba	0.0	WALS
WALS38A	Alamblak	0.0	WALS
WALS38A	Abkhaz	0.666666666667	WALS
WALS38A	Guarana{i}	0.0	WALS
WALS38A	Kobon	1.0	WALS
WALS38A	Korean	0.0	WALS
WALS38A	Hixkaryana	0.0	WALS
WALS38A	Hindi	0.0	WALS
WALS38A	Japanese	1.0	WALS
WALS38A	Kannada	0.666666666667	WALS
WALS38A	Russian	0.0	WALS
WALS38A	Greenlandic(West)	0.0	WALS
WALS38A	Greek(Modern)	0.666666666667	WALS
WALS38A	Lakhota	1.0	WALS
WALS38A	Evenki	0.0	WALS
WALS38A	Lezgian	0.666666666667	WALS
WALS38A	Chukchi	0.0	WALS
WALS38A	Spanish	0.666666666667	WALS
WALS38A	Ngiyambaa	0.0	WALS
WALS38A	Jakaltek	0.666666666667	WALS
WALS38A	Arabic(Egyptian)	0.0	WALS
WALS38A	Krongo	0.0	WALS
WALS38A	Indonesian	0.0	WALS
WALS42A	Ainu	1.0	WALS
WALS42A	Meithei	0.0	WALS
WALS42A	Slave	0.0	WALS
WALS42A	English	0.0	WALS
WALS42A	Lango	1.0	WALS
WALS42A	Latvian	0.0	WALS
WALS42A	Imonda	0.0	WALS
WALS42A	Fijian	0.0	WALS
WALS42A	Finnish	0.0	WALS
WALS42A	Basque	0.0	WALS
WALS42A	Supyire	0.0	WALS
WALS42A	Iraqw	1.0	WALS
WALS42A	French	1.0	WALS
WALS42A	Hausa	0.0	WALS
WALS42A	Khalkha	1.0	WALS
WALS42A	Tiwi	0.0	WALS
WALS42A	Yukaghir(Kolyma)	1.0	WALS
WALS42A	Mapudungun	1.0	WALS
WALS42A	Malagasy	0.0	WALS
WALS42A	Maori	0.0	WALS
WALS42A	Yimas	0.0	WALS
WALS42A	Hungarian	0.0	WALS
WALS42A	Persian	1.0	WALS
WALS42A	German	0.0	WALS
WALS42A	Georgian	1.0	WALS
WALS42A	Turkish	1.0	WALS
WALS42A	TukangBesi	0.0	WALS
WALS42A	Amele	0.0	WALS
WALS42A	Hebrew(Modern)	0.0	WALS
WALS42A	Oromo(Harar)	0.0	WALS
WALS42A	Yoruba	0.0	WALS
WALS42A	Alamblak	0.0	WALS
WALS42A	Mandarin	0.0	WALS
WALS42A	Abkhaz	0.0	WALS
WALS42A	Guarana{i}	1.0	WALS
WALS42A	Kobon	0.0	WALS
WALS42A	Korean	1.0	WALS
WALS42A	Hixkaryana	0.0	WALS
WALS42A	Swahili	0.0	WALS
WALS42A	Japanese	1.0	WALS
WALS42A	Kannada	1.0	WALS
WALS42A	Russian	0.0	WALS
WALS42A	Greenlandic(West)	0.0	WALS
WALS42A	Greek(Modern)	0.0	WALS
WALS42A	Lakhota	0.0	WALS
WALS42A	Evenki	0.0	WALS
WALS42A	Lezgian	1.0	WALS
WALS42A	Chamorro	0.0	WALS
WALS42A	Chukchi	0.0	WALS
WALS42A	Tagalog	0.0	WALS
WALS42A	Spanish	0.0	WALS
WALS42A	Ngiyambaa	0.0	WALS
WALS42A	Arabic(Egyptian)	0.0	WALS
WALS42A	Krongo	0.0	WALS
WALS42A	Burushaski	1.0	WALS
WALS42A	Indonesian	0.0	WALS
WALS41A	Ainu	0.4	WALS
WALS41A	Meithei	0.4	WALS
WALS41A	Slave	0.4	WALS
WALS41A	English	0.4	WALS
WALS41A	Lango	0.6	WALS
WALS41A	Latvian	0.4	WALS
WALS41A	Imonda	0.4	WALS
WALS41A	Fijian	0.6	WALS
WALS41A	Finnish	0.4	WALS
WALS41A	Basque	0.6	WALS
WALS41A	Supyire	0.0	WALS
WALS41A	Iraqw	0.8	WALS
WALS41A	French	0.0	WALS
WALS41A	Vietnamese	0.4	WALS
WALS41A	Hausa	0.8	WALS
WALS41A	Khalkha	0.4	WALS
WALS41A	Tiwi	0.4	WALS
WALS41A	Yukaghir(Kolyma)	0.4	WALS
WALS41A	Mapudungun	0.6	WALS
WALS41A	Malagasy	1.0	WALS
WALS41A	Maori	0.6	WALS
WALS41A	Yimas	0.6	WALS
WALS41A	Hungarian	0.4	WALS
WALS41A	Persian	0.4	WALS
WALS41A	German	0.0	WALS
WALS41A	Georgian	0.6	WALS
WALS41A	Turkish	0.4	WALS
WALS41A	TukangBesi	0.6	WALS
WALS41A	Amele	0.6	WALS
WALS41A	Hebrew(Modern)	0.4	WALS
WALS41A	Oromo(Harar)	0.4	WALS
WALS41A	Yoruba	0.4	WALS
WALS41A	Alamblak	0.4	WALS
WALS41A	Mandarin	0.4	WALS
WALS41A	Abkhaz	0.4	WALS
WALS41A	Guarana{i}	0.6	WALS
WALS41A	Kobon	0.4	WALS
WALS41A	Korean	0.6	WALS
WALS41A	Hixkaryana	0.6	WALS
WALS41A	Swahili	0.4	WALS
WALS41A	Japanese	0.6	WALS
WALS41A	Kannada	0.4	WALS
WALS41A	Russian	0.4	WALS
WALS41A	Greenlandic(West)	0.6	WALS
WALS41A	Greek(Modern)	0.6	WALS
WALS41A	Lakhota	0.6	WALS
WALS41A	Evenki	0.4	WALS
WALS41A	Lezgian	0.6	WALS
WALS41A	Chamorro	0.6	WALS
WALS41A	Chukchi	0.6	WALS
WALS41A	Tagalog	0.6	WALS
WALS41A	Spanish	0.6	WALS
WALS41A	Ngiyambaa	0.4	WALS
WALS41A	Jakaltek	0.4	WALS
WALS41A	Arabic(Egyptian)	0.4	WALS
WALS41A	Krongo	0.6	WALS
WALS41A	Burushaski	0.4	WALS
WALS41A	Indonesian	0.4	WALS
WALS54A	Ainu	0.666666666667	WALS
WALS54A	Meithei	0.666666666667	WALS
WALS54A	English	0.0	WALS
WALS54A	Latvian	0.666666666667	WALS
WALS54A	Imonda	0.0	WALS
WALS54A	Fijian	0.666666666667	WALS
WALS54A	Finnish	0.0	WALS
WALS54A	Basque	0.666666666667	WALS
WALS54A	Supyire	0.666666666667	WALS
WALS54A	Iraqw	0.666666666667	WALS
WALS54A	French	0.0	WALS
WALS54A	Thai	0.0	WALS
WALS54A	Vietnamese	0.0	WALS
WALS54A	Hausa	0.666666666667	WALS
WALS54A	Khalkha	0.666666666667	WALS
WALS54A	Tiwi	0.666666666667	WALS
WALS54A	Yukaghir(Kolyma)	0.0	WALS
WALS54A	Malagasy	0.666666666667	WALS
WALS54A	Maori	0.666666666667	WALS
WALS54A	Yimas	0.0	WALS
WALS54A	Hungarian	0.666666666667	WALS
WALS54A	Persian	0.0	WALS
WALS54A	German	0.666666666667	WALS
WALS54A	Georgian	0.666666666667	WALS
WALS54A	Turkish	0.666666666667	WALS
WALS54A	TukangBesi	0.0	WALS
WALS54A	Amele	0.0	WALS
WALS54A	Hebrew(Modern)	0.0	WALS
WALS54A	Yoruba	0.666666666667	WALS
WALS54A	Mandarin	0.0	WALS
WALS54A	Abkhaz	1.0	WALS
WALS54A	Korean	0.666666666667	WALS
WALS54A	Hixkaryana	0.0	WALS
WALS54A	Hindi	0.666666666667	WALS
WALS54A	Swahili	0.666666666667	WALS
WALS54A	Japanese	0.666666666667	WALS
WALS54A	Kannada	0.666666666667	WALS
WALS54A	Russian	0.666666666667	WALS
WALS54A	Greek(Modern)	0.666666666667	WALS
WALS54A	Evenki	0.666666666667	WALS
WALS54A	Lezgian	0.666666666667	WALS
WALS54A	Chamorro	1.0	WALS
WALS54A	Chukchi	1.0	WALS
WALS54A	Tagalog	1.0	WALS
WALS54A	Spanish	0.0	WALS
WALS54A	Arabic(Egyptian)	0.0	WALS
WALS54A	Burushaski	0.666666666667	WALS
WALS54A	Indonesian	0.0	WALS
WALS53A	Ainu	0.0	WALS
WALS53A	Meithei	0.5	WALS
WALS53A	Slave	0.666666666667	WALS
WALS53A	English	1.0	WALS
WALS53A	Lango	0.333333333333	WALS
WALS53A	Latvian	1.0	WALS
WALS53A	Imonda	0.0	WALS
WALS53A	Fijian	0.666666666667	WALS
WALS53A	Finnish	1.0	WALS
WALS53A	Basque	0.666666666667	WALS
WALS53A	Supyire	0.666666666667	WALS
WALS53A	Iraqw	0.333333333333	WALS
WALS53A	French	1.0	WALS
WALS53A	Thai	0.5	WALS
WALS53A	Vietnamese	1.0	WALS
WALS53A	Hausa	0.666666666667	WALS
WALS53A	Zulu	0.666666666667	WALS
WALS53A	Khalkha	0.5	WALS
WALS53A	Tiwi	0.0	WALS
WALS53A	Yukaghir(Kolyma)	0.666666666667	WALS
WALS53A	Mapudungun	0.5	WALS
WALS53A	Malagasy	0.666666666667	WALS
WALS53A	Maori	0.333333333333	WALS
WALS53A	Yimas	0.666666666667	WALS
WALS53A	Hungarian	1.0	WALS
WALS53A	Persian	0.5	WALS
WALS53A	German	0.666666666667	WALS
WALS53A	Georgian	0.666666666667	WALS
WALS53A	Turkish	0.5	WALS
WALS53A	TukangBesi	0.333333333333	WALS
WALS53A	Amele	0.5	WALS
WALS53A	Yaqui	0.333333333333	WALS
WALS53A	Hebrew(Modern)	0.666666666667	WALS
WALS53A	Oromo(Harar)	0.666666666667	WALS
WALS53A	Yoruba	0.333333333333	WALS
WALS53A	Alamblak	0.666666666667	WALS
WALS53A	Mandarin	0.333333333333	WALS
WALS53A	Abkhaz	0.5	WALS
WALS53A	Guarana{i}	0.5	WALS
WALS53A	Kobon	0.0	WALS
WALS53A	Korean	0.333333333333	WALS
WALS53A	Hixkaryana	0.0	WALS
WALS53A	Hindi	0.666666666667	WALS
WALS53A	Swahili	1.0	WALS
WALS53A	Japanese	0.333333333333	WALS
WALS53A	Kannada	0.5	WALS
WALS53A	Russian	1.0	WALS
WALS53A	Greenlandic(West)	1.0	WALS
WALS53A	Greek(Modern)	1.0	WALS
WALS53A	Lakhota	0.666666666667	WALS
WALS53A	Evenki	1.0	WALS
WALS53A	Lezgian	0.333333333333	WALS
WALS53A	Chamorro	0.666666666667	WALS
WALS53A	Chukchi	0.5	WALS
WALS53A	Tagalog	0.666666666667	WALS
WALS53A	Spanish	1.0	WALS
WALS53A	Ngiyambaa	0.0	WALS
WALS53A	Jakaltek	0.5	WALS
WALS53A	Arabic(Egyptian)	0.666666666667	WALS
WALS53A	Krongo	0.0	WALS
WALS53A	Burushaski	0.666666666667	WALS
WALS53A	Indonesian	0.5	WALS
WALS55A	Ainu	1.0	WALS
WALS55A	English	0.0	WALS
WALS55A	Lango	0.0	WALS
WALS55A	Latvian	0.0	WALS
WALS55A	Imonda	0.0	WALS
WALS55A	Fijian	0.0	WALS
WALS55A	Finnish	0.0	WALS
WALS55A	Basque	0.0	WALS
WALS55A	Supyire	0.0	WALS
WALS55A	Iraqw	0.0	WALS
WALS55A	French	0.0	WALS
WALS55A	Thai	0.666666666667	WALS
WALS55A	Vietnamese	0.666666666667	WALS
WALS55A	Hausa	0.0	WALS
WALS55A	Zulu	0.0	WALS
WALS55A	Khalkha	0.0	WALS
WALS55A	Tiwi	0.0	WALS
WALS55A	Yukaghir(Kolyma)	0.0	WALS
WALS55A	Mapudungun	0.0	WALS
WALS55A	Malagasy	0.0	WALS
WALS55A	Yimas	0.0	WALS
WALS55A	Hungarian	1.0	WALS
WALS55A	Persian	1.0	WALS
WALS55A	German	0.0	WALS
WALS55A	Georgian	0.0	WALS
WALS55A	Turkish	1.0	WALS
WALS55A	TukangBesi	1.0	WALS
WALS55A	Amele	0.0	WALS
WALS55A	Hebrew(Modern)	0.0	WALS
WALS55A	Oromo(Harar)	0.0	WALS
WALS55A	Yoruba	0.0	WALS
WALS55A	Alamblak	0.0	WALS
WALS55A	Mandarin	0.666666666667	WALS
WALS55A	Abkhaz	0.0	WALS
WALS55A	Guarana{i}	0.0	WALS
WALS55A	Kobon	0.0	WALS
WALS55A	Korean	0.666666666667	WALS
WALS55A	Hixkaryana	0.0	WALS
WALS55A	Hindi	0.0	WALS
WALS55A	Swahili	0.0	WALS
WALS55A	Japanese	0.666666666667	WALS
WALS55A	Kannada	0.0	WALS
WALS55A	Russian	0.0	WALS
WALS55A	Lakhota	0.0	WALS
WALS55A	Evenki	0.0	WALS
WALS55A	Lezgian	0.0	WALS
WALS55A	Chamorro	0.0	WALS
WALS55A	Chukchi	0.0	WALS
WALS55A	Tagalog	0.0	WALS
WALS55A	Ngiyambaa	0.0	WALS
WALS55A	Jakaltek	0.666666666667	WALS
WALS55A	Arabic(Egyptian)	0.0	WALS
WALS55A	Burushaski	0.0	WALS
WALS55A	Indonesian	1.0	WALS
WALS79A	Ainu	0.0	WALS
WALS79A	Meithei	0.0	WALS
WALS79A	Slave	0.5	WALS
WALS79A	English	0.5	WALS
WALS79A	Lango	0.0	WALS
WALS79A	Latvian	0.5	WALS
WALS79A	Imonda	0.0	WALS
WALS79A	Fijian	0.0	WALS
WALS79A	Finnish	0.0	WALS
WALS79A	Basque	0.5	WALS
WALS79A	Supyire	1.0	WALS
WALS79A	Iraqw	0.0	WALS
WALS79A	French	1.0	WALS
WALS79A	Thai	0.0	WALS
WALS79A	Vietnamese	0.0	WALS
WALS79A	Hausa	0.0	WALS
WALS79A	Zulu	0.0	WALS
WALS79A	Khalkha	0.0	WALS
WALS79A	Tiwi	0.0	WALS
WALS79A	Yukaghir(Kolyma)	0.0	WALS
WALS79A	Mapudungun	0.0	WALS
WALS79A	Malagasy	0.0	WALS
WALS79A	Maori	0.0	WALS
WALS79A	Yimas	0.5	WALS
WALS79A	Hungarian	0.5	WALS
WALS79A	Persian	1.0	WALS
WALS79A	German	0.5	WALS
WALS79A	Georgian	1.0	WALS
WALS79A	Turkish	0.5	WALS
WALS79A	TukangBesi	0.5	WALS
WALS79A	Amele	0.0	WALS
WALS79A	Yaqui	0.0	WALS
WALS79A	Hebrew(Modern)	0.5	WALS
WALS79A	Oromo(Harar)	0.5	WALS
WALS79A	Yoruba	0.0	WALS
WALS79A	Alamblak	0.5	WALS
WALS79A	Mandarin	0.0	WALS
WALS79A	Abkhaz	0.5	WALS
WALS79A	Guarana{i}	0.0	WALS
WALS79A	Korean	0.0	WALS
WALS79A	Hixkaryana	0.5	WALS
WALS79A	Hindi	1.0	WALS
WALS79A	Swahili	0.0	WALS
WALS79A	Japanese	0.0	WALS
WALS79A	Kannada	0.5	WALS
WALS79A	Russian	1.0	WALS
WALS79A	Greenlandic(West)	0.0	WALS
WALS79A	Greek(Modern)	1.0	WALS
WALS79A	Lakhota	0.0	WALS
WALS79A	Evenki	0.0	WALS
WALS79A	Lezgian	1.0	WALS
WALS79A	Chamorro	0.5	WALS
WALS79A	Chukchi	0.0	WALS
WALS79A	Tagalog	0.0	WALS
WALS79A	Spanish	1.0	WALS
WALS79A	Ngiyambaa	0.0	WALS
WALS79A	Jakaltek	0.0	WALS
WALS79A	Arabic(Egyptian)	0.0	WALS
WALS79A	Krongo	0.0	WALS
WALS79A	Burushaski	1.0	WALS
WALS79A	Indonesian	0.0	WALS
WALS71A	Ainu	0.5	WALS
WALS71A	Meithei	1.0	WALS
WALS71A	English	0.0	WALS
WALS71A	Lango	1.0	WALS
WALS71A	Latvian	0.0	WALS
WALS71A	Imonda	1.0	WALS
WALS71A	Fijian	0.5	WALS
WALS71A	Finnish	0.5	WALS
WALS71A	Basque	0.0	WALS
WALS71A	Supyire	0.5	WALS
WALS71A	Iraqw	0.5	WALS
WALS71A	French	0.0	WALS
WALS71A	Thai	0.5	WALS
WALS71A	Vietnamese	0.5	WALS
WALS71A	Hausa	1.0	WALS
WALS71A	Zulu	1.0	WALS
WALS71A	Khalkha	0.5	WALS
WALS71A	Tiwi	1.0	WALS
WALS71A	Yukaghir(Kolyma)	0.5	WALS
WALS71A	Mapudungun	1.0	WALS
WALS71A	Malagasy	1.0	WALS
WALS71A	Maori	1.0	WALS
WALS71A	Yimas	1.0	WALS
WALS71A	Hungarian	0.5	WALS
WALS71A	Persian	0.0	WALS
WALS71A	German	0.0	WALS
WALS71A	Turkish	0.0	WALS
WALS71A	TukangBesi	1.0	WALS
WALS71A	Amele	1.0	WALS
WALS71A	Yaqui	1.0	WALS
WALS71A	Hebrew(Modern)	1.0	WALS
WALS71A	Oromo(Harar)	0.5	WALS
WALS71A	Alamblak	1.0	WALS
WALS71A	Mandarin	0.5	WALS
WALS71A	Abkhaz	0.5	WALS
WALS71A	Guarana{i}	1.0	WALS
WALS71A	Kobon	0.0	WALS
WALS71A	Korean	0.5	WALS
WALS71A	Hixkaryana	0.0	WALS
WALS71A	Hindi	0.5	WALS
WALS71A	Swahili	1.0	WALS
WALS71A	Japanese	0.5	WALS
WALS71A	Kannada	1.0	WALS
WALS71A	Russian	0.0	WALS
WALS71A	Greenlandic(West)	1.0	WALS
WALS71A	Greek(Modern)	1.0	WALS
WALS71A	Lakhota	0.0	WALS
WALS71A	Evenki	0.0	WALS
WALS71A	Lezgian	1.0	WALS
WALS71A	Chamorro	0.5	WALS
WALS71A	Chukchi	1.0	WALS
WALS71A	Tagalog	0.5	WALS
WALS71A	Spanish	0.5	WALS
WALS71A	Ngiyambaa	1.0	WALS
WALS71A	Jakaltek	0.5	WALS
WALS71A	Arabic(Egyptian)	0.5	WALS
WALS71A	Krongo	1.0	WALS
WALS71A	Burushaski	0.0	WALS
WALS71A	Indonesian	0.5	WALS
WALS98A	Ainu	0.0	WALS
WALS98A	Meithei	0.666666666667	WALS
WALS98A	Slave	0.0	WALS
WALS98A	English	0.0	WALS
WALS98A	Lango	0.0	WALS
WALS98A	Latvian	0.666666666667	WALS
WALS98A	Imonda	1.0	WALS
WALS98A	Fijian	0.0	WALS
WALS98A	Finnish	0.666666666667	WALS
WALS98A	Basque	1.0	WALS
WALS98A	Supyire	0.0	WALS
WALS98A	Iraqw	0.666666666667	WALS
WALS98A	French	0.0	WALS
WALS98A	Thai	0.0	WALS
WALS98A	Vietnamese	0.0	WALS
WALS98A	Hausa	0.0	WALS
WALS98A	Zulu	0.0	WALS
WALS98A	Khalkha	0.666666666667	WALS
WALS98A	Tiwi	0.0	WALS
WALS98A	Yukaghir(Kolyma)	0.666666666667	WALS
WALS98A	Mapudungun	0.0	WALS
WALS98A	Malagasy	0.666666666667	WALS
WALS98A	Maori	0.666666666667	WALS
WALS98A	Yimas	0.0	WALS
WALS98A	Hungarian	0.666666666667	WALS
WALS98A	Persian	0.666666666667	WALS
WALS98A	German	0.666666666667	WALS
WALS98A	Georgian	1.0	WALS
WALS98A	Turkish	0.666666666667	WALS
WALS98A	TukangBesi	0.666666666667	WALS
WALS98A	Amele	0.0	WALS
WALS98A	Yaqui	0.666666666667	WALS
WALS98A	Hebrew(Modern)	0.666666666667	WALS
WALS98A	Oromo(Harar)	0.666666666667	WALS
WALS98A	Yoruba	0.0	WALS
WALS98A	Alamblak	0.0	WALS
WALS98A	Mandarin	0.0	WALS
WALS98A	Abkhaz	0.0	WALS
