Feature	Language	Complexity	Set
WALS98A	Guarana{i}	0.666666666667	WALS
WALS98A	Kobon	0.0	WALS
WALS98A	Korean	0.666666666667	WALS
WALS98A	Hixkaryana	0.0	WALS
WALS98A	Hindi	0.666666666667	WALS
WALS98A	Swahili	0.0	WALS
WALS98A	Japanese	0.666666666667	WALS
WALS98A	Kannada	0.666666666667	WALS
WALS98A	Russian	0.666666666667	WALS
WALS98A	Greenlandic(West)	0.666666666667	WALS
WALS98A	Greek(Modern)	0.666666666667	WALS
WALS98A	Lakhota	0.0	WALS
WALS98A	Evenki	0.666666666667	WALS
WALS98A	Lezgian	0.666666666667	WALS
WALS98A	Chamorro	0.0	WALS
WALS98A	Chukchi	0.666666666667	WALS
WALS98A	Tagalog	0.0	WALS
WALS98A	Spanish	0.666666666667	WALS
WALS98A	Ngiyambaa	0.666666666667	WALS
WALS98A	Jakaltek	0.0	WALS
WALS98A	Arabic(Egyptian)	0.0	WALS
WALS98A	Krongo	0.0	WALS
WALS98A	Burushaski	0.666666666667	WALS
WALS98A	Indonesian	0.0	WALS
WALS99A	Ainu	0.0	WALS
WALS99A	Meithei	0.666666666667	WALS
WALS99A	Slave	0.0	WALS
WALS99A	English	0.666666666667	WALS
WALS99A	Lango	0.0	WALS
WALS99A	Latvian	0.666666666667	WALS
WALS99A	Imonda	1.0	WALS
WALS99A	Finnish	0.666666666667	WALS
WALS99A	Basque	1.0	WALS
WALS99A	Supyire	0.0	WALS
WALS99A	Iraqw	0.0	WALS
WALS99A	French	0.666666666667	WALS
WALS99A	Thai	0.0	WALS
WALS99A	Vietnamese	0.0	WALS
WALS99A	Hausa	0.0	WALS
WALS99A	Zulu	0.0	WALS
WALS99A	Khalkha	0.666666666667	WALS
WALS99A	Tiwi	0.0	WALS
WALS99A	Yukaghir(Kolyma)	0.666666666667	WALS
WALS99A	Mapudungun	0.0	WALS
WALS99A	Malagasy	0.666666666667	WALS
WALS99A	Maori	0.666666666667	WALS
WALS99A	Yimas	0.0	WALS
WALS99A	Hungarian	0.666666666667	WALS
WALS99A	Persian	0.666666666667	WALS
WALS99A	German	0.666666666667	WALS
WALS99A	Georgian	0.0	WALS
WALS99A	Turkish	0.666666666667	WALS
WALS99A	TukangBesi	0.666666666667	WALS
WALS99A	Amele	0.0	WALS
WALS99A	Yaqui	0.666666666667	WALS
WALS99A	Hebrew(Modern)	0.666666666667	WALS
WALS99A	Oromo(Harar)	0.666666666667	WALS
WALS99A	Yoruba	0.666666666667	WALS
WALS99A	Mandarin	0.0	WALS
WALS99A	Abkhaz	0.0	WALS
WALS99A	Guarana{i}	0.666666666667	WALS
WALS99A	Kobon	0.666666666667	WALS
WALS99A	Korean	0.666666666667	WALS
WALS99A	Hixkaryana	0.0	WALS
WALS99A	Hindi	0.666666666667	WALS
WALS99A	Swahili	0.0	WALS
WALS99A	Japanese	0.666666666667	WALS
WALS99A	Kannada	0.666666666667	WALS
WALS99A	Russian	0.666666666667	WALS
WALS99A	Greenlandic(West)	0.0	WALS
WALS99A	Greek(Modern)	0.666666666667	WALS
WALS99A	Evenki	0.666666666667	WALS
WALS99A	Lezgian	0.666666666667	WALS
WALS99A	Chamorro	0.666666666667	WALS
WALS99A	Chukchi	0.666666666667	WALS
WALS99A	Tagalog	0.0	WALS
WALS99A	Spanish	0.666666666667	WALS
WALS99A	Ngiyambaa	0.666666666667	WALS
WALS99A	Jakaltek	0.0	WALS
WALS99A	Arabic(Egyptian)	0.0	WALS
WALS99A	Krongo	0.0	WALS
WALS99A	Burushaski	0.666666666667	WALS
WALS99A	Indonesian	0.0	WALS
WALS105A	Ainu	0.666666666667	WALS
WALS105A	Meithei	0.666666666667	WALS
WALS105A	Slave	0.666666666667	WALS
WALS105A	English	1.0	WALS
WALS105A	Lango	1.0	WALS
WALS105A	Latvian	0.666666666667	WALS
WALS105A	Imonda	0.666666666667	WALS
WALS105A	Fijian	0.666666666667	WALS
WALS105A	Finnish	0.666666666667	WALS
WALS105A	Basque	0.666666666667	WALS
WALS105A	Supyire	0.666666666667	WALS
WALS105A	Iraqw	0.666666666667	WALS
WALS105A	French	0.666666666667	WALS
WALS105A	Thai	0.666666666667	WALS
WALS105A	Vietnamese	0.666666666667	WALS
WALS105A	Hausa	0.666666666667	WALS
WALS105A	Zulu	0.666666666667	WALS
WALS105A	Khalkha	0.666666666667	WALS
WALS105A	Tiwi	0.666666666667	WALS
WALS105A	Yukaghir(Kolyma)	0.666666666667	WALS
WALS105A	Mapudungun	0.666666666667	WALS
WALS105A	Maori	0.666666666667	WALS
WALS105A	Yimas	0.666666666667	WALS
WALS105A	Hungarian	0.666666666667	WALS
WALS105A	Persian	0.666666666667	WALS
WALS105A	German	0.666666666667	WALS
WALS105A	Georgian	0.666666666667	WALS
WALS105A	Turkish	0.666666666667	WALS
WALS105A	TukangBesi	0.666666666667	WALS
WALS105A	Amele	0.666666666667	WALS
WALS105A	Yaqui	0.666666666667	WALS
WALS105A	Hebrew(Modern)	0.666666666667	WALS
WALS105A	Oromo(Harar)	0.666666666667	WALS
WALS105A	Yoruba	0.666666666667	WALS
WALS105A	Alamblak	0.666666666667	WALS
WALS105A	Mandarin	1.0	WALS
WALS105A	Abkhaz	0.666666666667	WALS
WALS105A	Guarana{i}	0.666666666667	WALS
WALS105A	Kobon	0.666666666667	WALS
WALS105A	Korean	0.666666666667	WALS
WALS105A	Hixkaryana	0.666666666667	WALS
WALS105A	Hindi	0.666666666667	WALS
WALS105A	Swahili	0.666666666667	WALS
WALS105A	Japanese	0.666666666667	WALS
WALS105A	Kannada	0.666666666667	WALS
WALS105A	Russian	0.666666666667	WALS
WALS105A	Greenlandic(West)	0.666666666667	WALS
WALS105A	Greek(Modern)	0.666666666667	WALS
WALS105A	Lakhota	0.666666666667	WALS
WALS105A	Evenki	0.666666666667	WALS
WALS105A	Lezgian	0.666666666667	WALS
WALS105A	Chamorro	0.666666666667	WALS
WALS105A	Chukchi	0.666666666667	WALS
WALS105A	Tagalog	1.0	WALS
WALS105A	Spanish	0.666666666667	WALS
WALS105A	Ngiyambaa	0.666666666667	WALS
WALS105A	Jakaltek	0.666666666667	WALS
WALS105A	Arabic(Egyptian)	1.0	WALS
WALS105A	Krongo	0.666666666667	WALS
WALS105A	Burushaski	0.666666666667	WALS
WALS105A	Indonesian	1.0	WALS
WALS101A	Ainu	0.666666666667	WALS
WALS101A	Meithei	1.0	WALS
WALS101A	Slave	0.666666666667	WALS
WALS101A	English	0.0	WALS
WALS101A	Lango	0.666666666667	WALS
WALS101A	Latvian	0.0	WALS
WALS101A	Imonda	1.0	WALS
WALS101A	Fijian	0.666666666667	WALS
WALS101A	Finnish	1.0	WALS
WALS101A	Basque	0.666666666667	WALS
WALS101A	Supyire	0.0	WALS
WALS101A	Iraqw	0.666666666667	WALS
WALS101A	French	0.0	WALS
WALS101A	Thai	1.0	WALS
WALS101A	Vietnamese	1.0	WALS
WALS101A	Hausa	0.666666666667	WALS
WALS101A	Zulu	0.666666666667	WALS
WALS101A	Khalkha	1.0	WALS
WALS101A	Tiwi	0.666666666667	WALS
WALS101A	Yukaghir(Kolyma)	0.666666666667	WALS
WALS101A	Mapudungun	0.666666666667	WALS
WALS101A	Malagasy	0.0	WALS
WALS101A	Maori	1.0	WALS
WALS101A	Yimas	0.666666666667	WALS
WALS101A	Hungarian	0.666666666667	WALS
WALS101A	Persian	0.666666666667	WALS
WALS101A	German	0.0	WALS
WALS101A	Georgian	0.666666666667	WALS
WALS101A	Turkish	0.666666666667	WALS
WALS101A	TukangBesi	0.666666666667	WALS
WALS101A	Yaqui	1.0	WALS
WALS101A	Hebrew(Modern)	1.0	WALS
WALS101A	Oromo(Harar)	0.666666666667	WALS
WALS101A	Yoruba	1.0	WALS
WALS101A	Alamblak	0.666666666667	WALS
WALS101A	Mandarin	1.0	WALS
WALS101A	Abkhaz	0.666666666667	WALS
WALS101A	Guarana{i}	0.666666666667	WALS
WALS101A	Kobon	0.666666666667	WALS
WALS101A	Korean	1.0	WALS
WALS101A	Hixkaryana	0.666666666667	WALS
WALS101A	Swahili	0.666666666667	WALS
WALS101A	Japanese	1.0	WALS
WALS101A	Kannada	0.666666666667	WALS
WALS101A	Russian	0.0	WALS
WALS101A	Greenlandic(West)	0.666666666667	WALS
WALS101A	Greek(Modern)	0.666666666667	WALS
WALS101A	Lakhota	0.666666666667	WALS
WALS101A	Evenki	0.0	WALS
WALS101A	Lezgian	1.0	WALS
WALS101A	Chukchi	0.666666666667	WALS
WALS101A	Spanish	0.666666666667	WALS
WALS101A	Ngiyambaa	0.666666666667	WALS
WALS101A	Jakaltek	1.0	WALS
WALS101A	Arabic(Egyptian)	0.666666666667	WALS
WALS101A	Krongo	1.0	WALS
WALS101A	Burushaski	0.666666666667	WALS
WALS101A	Indonesian	0.0	WALS
WALS52A	Ainu	1.0	WALS
WALS52A	Meithei	1.0	WALS
WALS52A	Slave	1.0	WALS
WALS52A	English	0.0	WALS
WALS52A	Lango	1.0	WALS
WALS52A	Latvian	0.0	WALS
WALS52A	Imonda	1.0	WALS
WALS52A	Fijian	1.0	WALS
WALS52A	Finnish	1.0	WALS
WALS52A	Basque	1.0	WALS
WALS52A	Supyire	1.0	WALS
WALS52A	Iraqw	1.0	WALS
WALS52A	French	0.0	WALS
WALS52A	Thai	1.0	WALS
WALS52A	Hausa	0.0	WALS
WALS52A	Khalkha	1.0	WALS
WALS52A	Yukaghir(Kolyma)	1.0	WALS
WALS52A	Mapudungun	1.0	WALS
WALS52A	Maori	1.0	WALS
WALS52A	Hungarian	1.0	WALS
WALS52A	Persian	0.0	WALS
WALS52A	German	0.0	WALS
WALS52A	Georgian	1.0	WALS
WALS52A	Turkish	0.0	WALS
WALS52A	Amele	1.0	WALS
WALS52A	Yaqui	1.0	WALS
WALS52A	Hebrew(Modern)	0.0	WALS
WALS52A	Oromo(Harar)	1.0	WALS
WALS52A	Yoruba	1.0	WALS
WALS52A	Alamblak	1.0	WALS
WALS52A	Mandarin	1.0	WALS
WALS52A	Abkhaz	1.0	WALS
WALS52A	Guarana{i}	1.0	WALS
WALS52A	Kobon	1.0	WALS
WALS52A	Korean	1.0	WALS
WALS52A	Hixkaryana	1.0	WALS
WALS52A	Hindi	1.0	WALS
WALS52A	Swahili	1.0	WALS
WALS52A	Japanese	1.0	WALS
WALS52A	Kannada	1.0	WALS
WALS52A	Russian	1.0	WALS
WALS52A	Greenlandic(West)	1.0	WALS
WALS52A	Greek(Modern)	0.0	WALS
WALS52A	Lakhota	1.0	WALS
WALS52A	Evenki	1.0	WALS
WALS52A	Lezgian	1.0	WALS
WALS52A	Chukchi	1.0	WALS
WALS52A	Tagalog	1.0	WALS
WALS52A	Ngiyambaa	1.0	WALS
WALS52A	Jakaltek	1.0	WALS
WALS52A	Arabic(Egyptian)	1.0	WALS
WALS52A	Krongo	1.0	WALS
WALS52A	Burushaski	1.0	WALS
WALS52A	Indonesian	1.0	WALS
WALS63A	Ainu	1.0	WALS
WALS63A	Meithei	1.0	WALS
WALS63A	Slave	1.0	WALS
WALS63A	English	1.0	WALS
WALS63A	Latvian	1.0	WALS
WALS63A	Fijian	0.0	WALS
WALS63A	Finnish	1.0	WALS
WALS63A	Basque	1.0	WALS
WALS63A	French	1.0	WALS
WALS63A	Thai	1.0	WALS
WALS63A	Vietnamese	1.0	WALS
WALS63A	Hausa	0.0	WALS
WALS63A	Zulu	0.0	WALS
WALS63A	Khalkha	1.0	WALS
WALS63A	Tiwi	1.0	WALS
WALS63A	Yukaghir(Kolyma)	1.0	WALS
WALS63A	Mapudungun	1.0	WALS
WALS63A	Malagasy	1.0	WALS
WALS63A	Maori	0.0	WALS
WALS63A	Hungarian	1.0	WALS
WALS63A	Persian	1.0	WALS
WALS63A	Georgian	1.0	WALS
WALS63A	Turkish	1.0	WALS
WALS63A	Amele	0.0	WALS
WALS63A	Yaqui	1.0	WALS
WALS63A	Hebrew(Modern)	1.0	WALS
WALS63A	Oromo(Harar)	1.0	WALS
WALS63A	Yoruba	0.0	WALS
WALS63A	Alamblak	1.0	WALS
WALS63A	Mandarin	0.0	WALS
WALS63A	Abkhaz	1.0	WALS
WALS63A	Guarana{i}	1.0	WALS
WALS63A	Kobon	0.0	WALS
WALS63A	Korean	1.0	WALS
WALS63A	Hixkaryana	1.0	WALS
WALS63A	Hindi	1.0	WALS
WALS63A	Swahili	0.0	WALS
WALS63A	Japanese	0.0	WALS
WALS63A	Kannada	1.0	WALS
WALS63A	Russian	1.0	WALS
WALS63A	Greenlandic(West)	0.0	WALS
WALS63A	Greek(Modern)	1.0	WALS
WALS63A	Lakhota	1.0	WALS
WALS63A	Lezgian	1.0	WALS
WALS63A	Chamorro	0.0	WALS
WALS63A	Chukchi	1.0	WALS
WALS63A	Tagalog	1.0	WALS
WALS63A	Spanish	1.0	WALS
WALS63A	Jakaltek	0.0	WALS
WALS63A	Arabic(Egyptian)	1.0	WALS
WALS63A	Burushaski	1.0	WALS
WALS63A	Indonesian	0.0	WALS
WALS64A	Ainu	1.0	WALS
WALS64A	Meithei	1.0	WALS
WALS64A	Slave	1.0	WALS
WALS64A	English	0.0	WALS
WALS64A	Lango	1.0	WALS
WALS64A	Latvian	0.0	WALS
WALS64A	Imonda	1.0	WALS
WALS64A	Fijian	1.0	WALS
WALS64A	Finnish	0.0	WALS
WALS64A	Basque	0.0	WALS
WALS64A	Supyire	1.0	WALS
WALS64A	Iraqw	0.0	WALS
WALS64A	French	0.0	WALS
WALS64A	Thai	0.0	WALS
WALS64A	Vietnamese	0.0	WALS
WALS64A	Hausa	1.0	WALS
WALS64A	Zulu	1.0	WALS
WALS64A	Tiwi	0.0	WALS
WALS64A	Yukaghir(Kolyma)	1.0	WALS
WALS64A	Mapudungun	0.0	WALS
WALS64A	Maori	1.0	WALS
WALS64A	Yimas	0.0	WALS
WALS64A	Hungarian	0.0	WALS
WALS64A	Persian	0.0	WALS
WALS64A	German	0.0	WALS
WALS64A	Georgian	0.0	WALS
WALS64A	Turkish	0.0	WALS
WALS64A	TukangBesi	0.0	WALS
WALS64A	Amele	1.0	WALS
WALS64A	Yaqui	0.0	WALS
WALS64A	Hebrew(Modern)	0.0	WALS
WALS64A	Oromo(Harar)	1.0	WALS
WALS64A	Yoruba	1.0	WALS
WALS64A	Alamblak	1.0	WALS
WALS64A	Mandarin	1.0	WALS
WALS64A	Abkhaz	0.0	WALS
WALS64A	Guarana{i}	0.0	WALS
WALS64A	Kobon	1.0	WALS
WALS64A	Korean	1.0	WALS
WALS64A	Hixkaryana	0.0	WALS
WALS64A	Hindi	0.0	WALS
WALS64A	Japanese	1.0	WALS
WALS64A	Kannada	1.0	WALS
WALS64A	Russian	0.0	WALS
WALS64A	Greenlandic(West)	0.0	WALS
WALS64A	Greek(Modern)	0.0	WALS
WALS64A	Lakhota	0.0	WALS
WALS64A	Evenki	0.0	WALS
WALS64A	Lezgian	0.0	WALS
WALS64A	Chamorro	0.0	WALS
WALS64A	Chukchi	0.0	WALS
WALS64A	Tagalog	0.0	WALS
WALS64A	Spanish	0.0	WALS
WALS64A	Jakaltek	1.0	WALS
WALS64A	Arabic(Egyptian)	0.0	WALS
WALS64A	Krongo	1.0	WALS
WALS64A	Burushaski	0.0	WALS
WALS64A	Indonesian	0.0	WALS
WALS120A	Ainu	0.0	WALS
WALS120A	Meithei	0.0	WALS
WALS120A	Slave	0.0	WALS
WALS120A	English	0.0	WALS
WALS120A	Latvian	1.0	WALS
WALS120A	Imonda	1.0	WALS
WALS120A	Fijian	0.0	WALS
WALS120A	Finnish	0.0	WALS
WALS120A	Basque	0.0	WALS
WALS120A	Supyire	0.0	WALS
WALS120A	Iraqw	1.0	WALS
WALS120A	French	0.0	WALS
WALS120A	Thai	1.0	WALS
WALS120A	Vietnamese	1.0	WALS
WALS120A	Hausa	0.0	WALS
WALS120A	Zulu	0.0	WALS
WALS120A	Khalkha	1.0	WALS
WALS120A	Tiwi	1.0	WALS
WALS120A	Yukaghir(Kolyma)	0.0	WALS
WALS120A	Mapudungun	0.0	WALS
WALS120A	Malagasy	0.0	WALS
WALS120A	Maori	1.0	WALS
WALS120A	Yimas	0.0	WALS
WALS120A	Hungarian	1.0	WALS
WALS120A	Persian	0.0	WALS
WALS120A	Georgian	0.0	WALS
WALS120A	Turkish	0.0	WALS
WALS120A	TukangBesi	1.0	WALS
WALS120A	Amele	1.0	WALS
WALS120A	Yaqui	1.0	WALS
WALS120A	Hebrew(Modern)	1.0	WALS
WALS120A	Oromo(Harar)	1.0	WALS
WALS120A	Yoruba	0.0	WALS
WALS120A	Alamblak	0.0	WALS
WALS120A	Mandarin	0.0	WALS
WALS120A	Abkhaz	0.0	WALS
WALS120A	Guarana{i}	1.0	WALS
WALS120A	Kobon	1.0	WALS
WALS120A	Korean	0.0	WALS
WALS120A	Hixkaryana	1.0	WALS
WALS120A	Hindi	0.0	WALS
WALS120A	Swahili	0.0	WALS
WALS120A	Japanese	0.0	WALS
WALS120A	Kannada	1.0	WALS
WALS120A	Russian	1.0	WALS
WALS120A	Greenlandic(West)	0.0	WALS
WALS120A	Greek(Modern)	0.0	WALS
WALS120A	Lakhota	0.0	WALS
WALS120A	Evenki	1.0	WALS
WALS120A	Lezgian	0.0	WALS
WALS120A	Chamorro	0.0	WALS
WALS120A	Chukchi	0.0	WALS
WALS120A	Tagalog	0.0	WALS
WALS120A	Spanish	0.0	WALS
WALS120A	Ngiyambaa	0.0	WALS
WALS120A	Jakaltek	0.0	WALS
WALS120A	Arabic(Egyptian)	1.0	WALS
WALS120A	Krongo	0.0	WALS
WALS120A	Burushaski	0.0	WALS
WALS120A	Indonesian	1.0	WALS
WALS119A	Ainu	1.0	WALS
WALS119A	Meithei	1.0	WALS
WALS119A	Slave	1.0	WALS
WALS119A	English	0.0	WALS
WALS119A	Latvian	0.0	WALS
WALS119A	Imonda	1.0	WALS
WALS119A	Fijian	1.0	WALS
WALS119A	Finnish	0.0	WALS
WALS119A	Basque	1.0	WALS
WALS119A	Supyire	1.0	WALS
WALS119A	Iraqw	1.0	WALS
WALS119A	French	0.0	WALS
WALS119A	Thai	1.0	WALS
WALS119A	Vietnamese	1.0	WALS
WALS119A	Hausa	1.0	WALS
WALS119A	Zulu	0.0	WALS
WALS119A	Khalkha	0.0	WALS
WALS119A	Tiwi	1.0	WALS
WALS119A	Yukaghir(Kolyma)	1.0	WALS
WALS119A	Mapudungun	1.0	WALS
WALS119A	Malagasy	1.0	WALS
WALS119A	Maori	1.0	WALS
WALS119A	Yimas	1.0	WALS
WALS119A	Hungarian	0.0	WALS
WALS119A	Persian	0.0	WALS
WALS119A	Georgian	0.0	WALS
WALS119A	Turkish	0.0	WALS
WALS119A	TukangBesi	1.0	WALS
WALS119A	Amele	1.0	WALS
WALS119A	Yaqui	1.0	WALS
WALS119A	Hebrew(Modern)	0.0	WALS
WALS119A	Oromo(Harar)	0.0	WALS
WALS119A	Yoruba	1.0	WALS
WALS119A	Alamblak	1.0	WALS
WALS119A	Mandarin	1.0	WALS
WALS119A	Abkhaz	1.0	WALS
WALS119A	Guarana{i}	1.0	WALS
WALS119A	Kobon	0.0	WALS
WALS119A	Korean	1.0	WALS
WALS119A	Hixkaryana	0.0	WALS
WALS119A	Hindi	0.0	WALS
WALS119A	Swahili	0.0	WALS
WALS119A	Japanese	1.0	WALS
WALS119A	Kannada	0.0	WALS
WALS119A	Russian	0.0	WALS
WALS119A	Greenlandic(West)	1.0	WALS
WALS119A	Greek(Modern)	0.0	WALS
WALS119A	Lakhota	1.0	WALS
WALS119A	Evenki	0.0	WALS
WALS119A	Lezgian	1.0	WALS
WALS119A	Chamorro	1.0	WALS
WALS119A	Chukchi	1.0	WALS
WALS119A	Tagalog	1.0	WALS
WALS119A	Spanish	1.0	WALS
WALS119A	Ngiyambaa	0.0	WALS
WALS119A	Jakaltek	1.0	WALS
WALS119A	Arabic(Egyptian)	0.0	WALS
WALS119A	Krongo	1.0	WALS
WALS119A	Burushaski	0.0	WALS
WALS119A	Indonesian	1.0	WALS
WALS47A	Meithei	0.0	WALS
WALS47A	English	0.0	WALS
WALS47A	Lango	0.0	WALS
WALS47A	Latvian	1.0	WALS
WALS47A	Imonda	0.0	WALS
WALS47A	Fijian	1.0	WALS
WALS47A	Finnish	0.0	WALS
WALS47A	Basque	1.0	WALS
WALS47A	Supyire	1.0	WALS
WALS47A	French	1.0	WALS
WALS47A	Thai	0.0	WALS
WALS47A	Vietnamese	0.0	WALS
WALS47A	Zulu	1.0	WALS
WALS47A	Khalkha	0.0	WALS
WALS47A	Tiwi	0.0	WALS
WALS47A	Mapudungun	1.0	WALS
WALS47A	Malagasy	0.0	WALS
WALS47A	Maori	1.0	WALS
WALS47A	Yimas	0.0	WALS
WALS47A	Hungarian	0.0	WALS
WALS47A	Persian	0.0	WALS
WALS47A	German	1.0	WALS
WALS47A	Georgian	0.0	WALS
WALS47A	Turkish	0.0	WALS
WALS47A	TukangBesi	0.0	WALS
WALS47A	Amele	0.0	WALS
WALS47A	Yaqui	1.0	WALS
WALS47A	Hebrew(Modern)	0.0	WALS
WALS47A	Oromo(Harar)	1.0	WALS
WALS47A	Yoruba	1.0	WALS
WALS47A	Alamblak	0.0	WALS
WALS47A	Mandarin	0.0	WALS
WALS47A	Abkhaz	1.0	WALS
WALS47A	Kobon	0.0	WALS
WALS47A	Korean	0.0	WALS
WALS47A	Hixkaryana	1.0	WALS
WALS47A	Hindi	0.0	WALS
WALS47A	Swahili	1.0	WALS
WALS47A	Japanese	0.0	WALS
WALS47A	Kannada	0.0	WALS
WALS47A	Russian	1.0	WALS
WALS47A	Greenlandic(West)	0.0	WALS
WALS47A	Greek(Modern)	1.0	WALS
WALS47A	Lakhota	1.0	WALS
WALS47A	Evenki	0.0	WALS
WALS47A	Lezgian	0.0	WALS
WALS47A	Chamorro	0.0	WALS
WALS47A	Tagalog	1.0	WALS
WALS47A	Spanish	1.0	WALS
WALS47A	Ngiyambaa	1.0	WALS
WALS47A	Burushaski	0.0	WALS
WALS47A	Indonesian	0.0	WALS
WALS106A	Ainu	0.666666666667	WALS
WALS106A	Meithei	0.666666666667	WALS
WALS106A	Slave	0.666666666667	WALS
WALS106A	English	0.666666666667	WALS
WALS106A	Lango	0.0	WALS
WALS106A	Imonda	0.0	WALS
WALS106A	Fijian	0.666666666667	WALS
WALS106A	Finnish	0.666666666667	WALS
WALS106A	Basque	0.666666666667	WALS
WALS106A	Supyire	0.0	WALS
WALS106A	French	1.0	WALS
WALS106A	Thai	0.666666666667	WALS
WALS106A	Vietnamese	0.666666666667	WALS
WALS106A	Hausa	0.666666666667	WALS
WALS106A	Zulu	0.666666666667	WALS
WALS106A	Khalkha	0.666666666667	WALS
WALS106A	Tiwi	0.666666666667	WALS
WALS106A	Yukaghir(Kolyma)	0.666666666667	WALS
WALS106A	Mapudungun	0.0	WALS
WALS106A	Malagasy	0.666666666667	WALS
WALS106A	Persian	0.666666666667	WALS
WALS106A	German	1.0	WALS
WALS106A	Georgian	0.666666666667	WALS
WALS106A	Turkish	0.666666666667	WALS
WALS106A	TukangBesi	0.666666666667	WALS
WALS106A	Amele	0.0	WALS
WALS106A	Yaqui	0.0	WALS
WALS106A	Hebrew(Modern)	1.0	WALS
WALS106A	Oromo(Harar)	0.666666666667	WALS
WALS106A	Yoruba	0.0	WALS
WALS106A	Mandarin	0.666666666667	WALS
WALS106A	Abkhaz	0.666666666667	WALS
WALS106A	Guarana{i}	0.666666666667	WALS
WALS106A	Korean	0.666666666667	WALS
WALS106A	Hixkaryana	1.0	WALS
WALS106A	Hindi	0.666666666667	WALS
WALS106A	Swahili	0.666666666667	WALS
WALS106A	Japanese	0.666666666667	WALS
WALS106A	Kannada	0.666666666667	WALS
WALS106A	Russian	1.0	WALS
WALS106A	Greenlandic(West)	0.0	WALS
WALS106A	Greek(Modern)	1.0	WALS
WALS106A	Lakhota	0.666666666667	WALS
WALS106A	Evenki	0.666666666667	WALS
WALS106A	Chamorro	0.666666666667	WALS
WALS106A	Chukchi	0.666666666667	WALS
WALS106A	Tagalog	0.666666666667	WALS
WALS106A	Spanish	1.0	WALS
WALS106A	Ngiyambaa	0.666666666667	WALS
WALS106A	Jakaltek	0.0	WALS
WALS106A	Arabic(Egyptian)	0.666666666667	WALS
WALS106A	Krongo	0.0	WALS
WALS106A	Burushaski	0.666666666667	WALS
WALS106A	Indonesian	0.666666666667	WALS
WALS109A	Ainu	1.0	WALS
WALS109A	Meithei	1.0	WALS
WALS109A	Slave	0.0	WALS
WALS109A	English	0.0	WALS
WALS109A	Lango	1.0	WALS
WALS109A	Latvian	0.0	WALS
WALS109A	Imonda	1.0	WALS
WALS109A	Fijian	0.5	WALS
WALS109A	Finnish	0.0	WALS
WALS109A	Basque	0.0	WALS
WALS109A	Supyire	0.0	WALS
WALS109A	Iraqw	0.0	WALS
WALS109A	French	0.0	WALS
WALS109A	Thai	0.0	WALS
WALS109A	Vietnamese	0.0	WALS
WALS109A	Hausa	1.0	WALS
WALS109A	Zulu	1.0	WALS
WALS109A	Khalkha	0.0	WALS
WALS109A	Tiwi	0.5	WALS
WALS109A	Mapudungun	0.0	WALS
WALS109A	Malagasy	1.0	WALS
WALS109A	Maori	0.0	WALS
WALS109A	Yimas	1.0	WALS
WALS109A	Hungarian	0.0	WALS
WALS109A	Persian	0.0	WALS
WALS109A	German	0.0	WALS
WALS109A	Georgian	1.0	WALS
WALS109A	Turkish	0.0	WALS
WALS109A	TukangBesi	1.0	WALS
WALS109A	Amele	0.5	WALS
WALS109A	Yaqui	0.5	WALS
WALS109A	Hebrew(Modern)	0.0	WALS
WALS109A	Oromo(Harar)	0.0	WALS
WALS109A	Yoruba	0.0	WALS
WALS109A	Alamblak	0.5	WALS
WALS109A	Mandarin	0.0	WALS
WALS109A	Abkhaz	1.0	WALS
WALS109A	Guarana{i}	0.0	WALS
WALS109A	Kobon	0.0	WALS
WALS109A	Korean	0.0	WALS
WALS109A	Hixkaryana	0.0	WALS
WALS109A	Hindi	0.0	WALS
WALS109A	Swahili	1.0	WALS
WALS109A	Japanese	0.0	WALS
WALS109A	Kannada	0.5	WALS
WALS109A	Russian	0.0	WALS
WALS109A	Greenlandic(West)	1.0	WALS
WALS109A	Greek(Modern)	0.0	WALS
WALS109A	Lakhota	1.0	WALS
WALS109A	Evenki	0.0	WALS
WALS109A	Lezgian	0.0	WALS
WALS109A	Chamorro	0.5	WALS
WALS109A	Chukchi	0.0	WALS
WALS109A	Tagalog	1.0	WALS
WALS109A	Spanish	0.0	WALS
WALS109A	Ngiyambaa	0.0	WALS
WALS109A	Jakaltek	0.5	WALS
WALS109A	Arabic(Egyptian)	0.0	WALS
WALS109A	Krongo	1.0	WALS
WALS109A	Burushaski	1.0	WALS
WALS109A	Indonesian	0.5	WALS
WALS122A	Meithei	0.0	WALS
WALS122A	Slave	0.0	WALS
WALS122A	English	0.0	WALS
WALS122A	Lango	0.0	WALS
WALS122A	Latvian	0.0	WALS
WALS122A	Imonda	0.0	WALS
WALS122A	Fijian	0.0	WALS
WALS122A	Finnish	0.0	WALS
WALS122A	Basque	0.0	WALS
WALS122A	Supyire	0.0	WALS
WALS122A	French	0.0	WALS
WALS122A	Thai	0.0	WALS
WALS122A	Vietnamese	0.0	WALS
WALS122A	Hausa	0.0	WALS
WALS122A	Zulu	0.0	WALS
WALS122A	Khalkha	0.0	WALS
WALS122A	Yukaghir(Kolyma)	0.0	WALS
WALS122A	Mapudungun	0.0	WALS
WALS122A	Malagasy	0.0	WALS
WALS122A	Maori	0.0	WALS
WALS122A	Yimas	0.0	WALS
WALS122A	Hungarian	0.0	WALS
WALS122A	Persian	0.0	WALS
WALS122A	German	0.0	WALS
WALS122A	Georgian	0.0	WALS
